date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:37:28	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:28%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6136197978726891541&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.69e8c24.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:28	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:28%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6136197978726891541&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.69f00e2.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:29	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:29%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6136197978726891541&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a0d012.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:29	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:29%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6136197978726891541&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a18aec.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:29	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:30%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6136197978726891541&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a2d445.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=5621941889583316088	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6a38b35.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=5621941889583316088&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6a4c253.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=5621941889583316088&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a5eac6.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=5621941889583316088&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a66dcb.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=5621941889583316088&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a7373b.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=5621941889583316088&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a858d0.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:30	0/-1	---M--	302	error ('')			https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=5621941889583316088&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6a97e63.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:31	670312/670312	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/06/khoa-hoc-vitamin-english-them-nu-cuoi.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/06/khoa-hoc-vitamin-english-them-nu-cuoi.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:31	7118/7118	---M--	200	added ('OK')	image/png	etag:%22v232b%22	https://3.bp.blogspot.com/-zYMT6KUdlO8/WxgVCuBlt7I/AAAAAAAAIyo/lb2Gl0-h2TYh33q9jpeBo0Kh-CmsopPMACLcBGAs/s72-c/fxjfxj.png	C:/My%20Web%20Sites/phuongtanitblogspot/3.bp.blogspot.com/-zYMT6KUdlO8/WxgVCuBlt7I/AAAAAAAAIyo/lb2Gl0-h2TYh33q9jpeBo0Kh-CmsopPMACLcBGAs/s72-c/fxjfxj.png	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:32	478/478	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:32%20GMT	https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=6078545898183694827	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6acb0f4.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:32	508/508	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:32%20GMT	https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=6078545898183694827&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6ad33e1.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:32	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:32%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6078545898183694827&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6aec92c.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:33	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:33%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6078545898183694827&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6afedec.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:33	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:33%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6078545898183694827&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6b088fb.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:34	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:34%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6078545898183694827&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6b1c8ce.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:34	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:34%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=6078545898183694827&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6b2bb4f.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:35	670182/670182	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/06/khoa-hoc-truyen-thong-xa-hoi-trong-lop.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/06/khoa-hoc-truyen-thong-xa-hoi-trong-lop.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:35	5761/5761	---M--	200	added ('OK')	image/png	etag:%22v2326%22	https://2.bp.blogspot.com/-LkbiWlAPG6g/WxgT06cyTOI/AAAAAAAAIyU/3umRrN8R9qQAzci8zsv2zWsJn7dkJ7RhwCLcBGAs/s72-c/djsjt.png	C:/My%20Web%20Sites/phuongtanitblogspot/2.bp.blogspot.com/-LkbiWlAPG6g/WxgT06cyTOI/AAAAAAAAIyU/3umRrN8R9qQAzci8zsv2zWsJn7dkJ7RhwCLcBGAs/s72-c/djsjt.png	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:36	478/478	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:36%20GMT	https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=7960076571425614123	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6b52c34.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:37	508/508	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:37%20GMT	https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=7960076571425614123&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6b6c249.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:37	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:37%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7960076571425614123&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6b77d8e.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:37	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:37%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7960076571425614123&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6b8ea11.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:39	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:39%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7960076571425614123&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6b94f01.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:39	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:39%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7960076571425614123&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6ba8078.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:39	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:39%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7960076571425614123&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6bbe050.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:41	670765/670765	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/06/khoa-hoc-15-cach-hoc-tieng-anh-15-ways.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/06/khoa-hoc-15-cach-hoc-tieng-anh-15-ways.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:41	10971/10971	---M--	200	added ('OK')	image/png	etag:%22v2321%22	https://3.bp.blogspot.com/-qulK5WdLcgM/WxgREJA5D5I/AAAAAAAAIyA/mRtjglT6uBQTjkd6pBpCp-0Ple0jbw9CwCLcBGAs/s72-c/dhjfjg.png	C:/My%20Web%20Sites/phuongtanitblogspot/3.bp.blogspot.com/-qulK5WdLcgM/WxgREJA5D5I/AAAAAAAAIyA/mRtjglT6uBQTjkd6pBpCp-0Ple0jbw9CwCLcBGAs/s72-c/dhjfjg.png	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:41	478/478	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:41%20GMT	https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=2832833523309787755	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6bea9b1.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:42	508/508	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:42%20GMT	https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=2832833523309787755&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6bff05d.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:42	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:42%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=2832833523309787755&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6c057ec.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:43	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:43%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=2832833523309787755&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6c12e00.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:43	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:43%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=2832833523309787755&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6c23545.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:43	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:43%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=2832833523309787755&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6c3c950.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:44	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:44%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=2832833523309787755&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6c40813.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:45	671071/671071	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/06/khoa-hoc-key-to-english-pronunciation.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/06/khoa-hoc-key-to-english-pronunciation.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:46	9134/9134	---M--	200	added ('OK')	image/png	etag:%22v231b%22	https://1.bp.blogspot.com/-UciPbu_2ltU/WxgKlalAY8I/AAAAAAAAIxo/ZGcbj3LEw9owTv7pA-d2YDUzubBD62usgCLcBGAs/s72-c/sdgsh.png	C:/My%20Web%20Sites/phuongtanitblogspot/1.bp.blogspot.com/-UciPbu_2ltU/WxgKlalAY8I/AAAAAAAAIxo/ZGcbj3LEw9owTv7pA-d2YDUzubBD62usgCLcBGAs/s72-c/sdgsh.png	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:46	478/478	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:46%20GMT	https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=7316467099640081195	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6c72405.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:46	508/508	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:46%20GMT	https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=7316467099640081195&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6c8e03f.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:47	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:47%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7316467099640081195&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6c93663.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:47	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:47%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7316467099640081195&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6ca1b82.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:47	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:47%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7316467099640081195&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6cb34f4.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:48	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:48%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7316467099640081195&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6cce168.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:48	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:48%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7316467099640081195&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6cd3204.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:50	678944/678944	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/06/khoa-hoc-tieng-anh-on-gian-tu-vung-cho.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/06/khoa-hoc-tieng-anh-on-gian-tu-vung-cho.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:50	4666/4666	---M--	200	added ('OK')	image/png	etag:%22v2315%22	https://1.bp.blogspot.com/--MV3VL3YIt4/WxgHPGVfJLI/AAAAAAAAIxQ/79gVJh9zMywelPPRlTZHtMEju64PdEf4wCLcBGAs/s72-c/dgxhtg.png	C:/My%20Web%20Sites/phuongtanitblogspot/1.bp.blogspot.com/--MV3VL3YIt4/WxgHPGVfJLI/AAAAAAAAIxQ/79gVJh9zMywelPPRlTZHtMEju64PdEf4wCLcBGAs/s72-c/dgxhtg.png	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:50	478/478	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:50%20GMT	https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=7155417835104091860	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6d07208.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:51	508/508	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:51%20GMT	https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=7155417835104091860&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6d19d72.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:51	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:51%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7155417835104091860&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6d2a3dc.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:52	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:52%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7155417835104091860&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6d38f3c.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:52	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:52%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7155417835104091860&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6d484de.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:52	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:52%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7155417835104091860&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6d548a5.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:53	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:53%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=7155417835104091860&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6d62d02.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:54	668453/668453	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/06/khoc-hoc-100-cuoc-tro-chyen-tieng-anh.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/06/khoc-hoc-100-cuoc-tro-chyen-tieng-anh.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:55	6500/6500	---M--	200	added ('OK')	image/png	etag:%22v225f%22	https://4.bp.blogspot.com/-CCHa5JCoLqA/WxStIxLK_yI/AAAAAAAAIl4/hzYiwlDHAeE_tuH1qi2L1Krh_gJXzD1iwCLcBGAs/s72-c/gngncgn.png	C:/My%20Web%20Sites/phuongtanitblogspot/4.bp.blogspot.com/-CCHa5JCoLqA/WxStIxLK_yI/AAAAAAAAIl4/hzYiwlDHAeE_tuH1qi2L1Krh_gJXzD1iwCLcBGAs/s72-c/gngncgn.png	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:55	478/478	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:55%20GMT	https://www.blogger.com/email-post.g?blogID=8919935760160761133&postID=1331080412187921685	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/email-post.6d9f80b.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:55	508/508	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:55%20GMT	https://www.blogger.com/post-edit.g?blogID=8919935760160761133&postID=1331080412187921685&from=pencil	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/post-edit.6dadf3d.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:56	523/523	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:56%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=1331080412187921685&target=email	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6db4c49.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:56	521/521	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:56%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=1331080412187921685&target=blog	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6dcfa4a.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:57	527/527	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:57%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=1331080412187921685&target=twitter	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6ddea57.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:57	529/529	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:57%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=1331080412187921685&target=facebook	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6decd33.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:57	531/531	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Mar%202020%2011:37:57%20GMT	https://www.blogger.com/share-post.g?blogID=8919935760160761133&postID=1331080412187921685&target=pinterest	C:/My%20Web%20Sites/phuongtanitblogspot/www.blogger.com/share-post.6dfa889.delayed	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:37:59	656567/656567	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/search/label/LANGUAGE?updated-max=2018-06-04T10:13:00%2B07:00&max-results=20&start=20&by-date=false	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/search/label/LANGUAGE1130.html	(from https://phuongtanit.blogspot.com/search/label/LANGUAGE)
18:38:00	712804/712804	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/search/label/Theme%20Web?&max-results=10	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/search/label/Theme%20Webe252.html	(from https://phuongtanit.blogspot.com/search/label/Theme%20Web)
18:38:01	668435/668435	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202020%2011:15:28%20GMT	https://phuongtanit.blogspot.com/2018/05/share-highdmin-responsive-bootstrap-4.html	C:/My%20Web%20Sites/phuongtanitblogspot/phuongtanit.blogspot.com/2018/05/share-highdmin-responsive-bootstrap-4.html	(from https://phuongtanit.blogspot.com/search/label/Theme%20Web)
18:38:01	4990/4990	---M--	200	added ('OK')	image/png	etag:%22v1ed8%22	https://3.bp.blogspot.com/-EP9L5TFmHCs/WvMkXF7bkDI/AAAAAAAAHtg/bWiwJSP_-2sFQpQTEXgffImoDNf8rQjoQCEwYBhgL/s72-c/safe_image.png	C:/My%20Web%20Sites/phuongtanitblogspot/3.bp.blogspot.com/-EP9L5TFmHCs/WvMkXF7bkDI/AAAAAAAAHtg/bWiwJSP_-2sFQpQTEXgffImoDNf8rQjoQCEwYBhgL/s72-c/safe_image.png	(from https://phuongtanit.blogspot.com/search/label/Theme%20Web)
